code,code_0,code_1,code_2,code_3,code_4,description,level,source
O670,O00-O9A,O60-O75,O67,,,Hemorragia intraparto con defectos de la coagulación,3,icdcode.info
O678,O00-O9A,O60-O75,O67,,,Otras hemorragias intraparto,3,icdcode.info
O679,O00-O9A,O60-O75,O67,,,"Hemorragia intraparto, no especificada",3,icdcode.info
O660,O00-O9A,O60-O75,O66,,,Trabajo de parto obstruido debido a distocia de hombros,3,icdcode.info
O661,O00-O9A,O60-O75,O66,,,Trabajo de parto obstruido debido a distocia gemelar,3,icdcode.info
O662,O00-O9A,O60-O75,O66,,,Trabajo de parto obstruido debido a distocia por feto inusualmente grande,3,icdcode.info
O663,O00-O9A,O60-O75,O66,,,Trabajo de parto obstruido debido a otras anormalidades del feto,3,icdcode.info
O664,O00-O9A,O60-O75,O66,,,"Fracaso de la prueba del trabajo de parto, no especificada",3,icdcode.info
O665,O00-O9A,O60-O75,O66,,,Fracaso no especificado de la aplicación de fórceps o de ventosa extractora,3,icdcode.info
O668,O00-O9A,O60-O75,O66,,,Otras obstrucciones especificadas del trabajo de parto,3,icdcode.info
O669,O00-O9A,O60-O75,O66,,,"Trabajo de parto obstruido, sin otra especificación",3,icdcode.info
O650,O00-O9A,O60-O75,O65,,,Trabajo de parto obstruido debido a deformidad de la pelvis,3,icdcode.info
O651,O00-O9A,O60-O75,O65,,,Trabajo de parto obstruido debido a estrechez general de la pelvis,3,icdcode.info
O652,O00-O9A,O60-O75,O65,,,Trabajo de parto obstruido debido a disminución del estrecho superior de la pelvis,3,icdcode.info
O653,O00-O9A,O60-O75,O65,,,Trabajo de parto obstruido debido a disminución del estrecho inferior de la pelvis,3,icdcode.info
O654,O00-O9A,O60-O75,O65,,,"Trabajo de parto obstruido debido a desproporción fetopelviana, sin otra especificación",3,icdcode.info
O920,O00-O9A,O85-O92,O92,,,Retracción del pezón asociada con el parto,3,icdcode.info
O921,O00-O9A,O85-O92,O92,,,Fisuras del pezón asociadas con el parto,3,icdcode.info
O922,O00-O9A,O85-O92,O92,,,Otros trastornos de la mama y los no especificados asociados con el parto,3,icdcode.info
O923,O00-O9A,O85-O92,O92,,,Agalactia,3,icdcode.info
O924,O00-O9A,O85-O92,O92,,,Hipogalactia,3,icdcode.info
O925,O00-O9A,O85-O92,O92,,,Supresión de la lactancia,3,icdcode.info
O926,O00-O9A,O85-O92,O92,,,Galactorrea,3,icdcode.info
O927,O00-O9A,O85-O92,O92,,,Otros trastornos y los no especificados de la lactancia,3,icdcode.info
O910,O00-O9A,O85-O92,O91,,,Infecciones del pezón asociadas con el parto,3,icdcode.info
O911,O00-O9A,O85-O92,O91,,,Absceso de la mama asociado con el parto,3,icdcode.info
O912,O00-O9A,O85-O92,O91,,,Mastitis no purulenta asociada con el parto,3,icdcode.info
O900,O00-O9A,O85-O92,O90,,,Dehiscencia de sutura de cesárea,3,icdcode.info
O901,O00-O9A,O85-O92,O90,,,Dehiscencia de sutura obstétrica perineal,3,icdcode.info
O902,O00-O9A,O85-O92,O90,,,Hematoma de herida quirúrgica obstétrica,3,icdcode.info
O903,O00-O9A,O85-O92,O90,,,Cardiomiopatía en el puerperio,3,icdcode.info
O904,O00-O9A,O85-O92,O90,,,Insuficiencia renal aguda postparto,3,icdcode.info
O905,O00-O9A,O85-O92,O90,,,Tiroiditis postparto,3,icdcode.info
O908,O00-O9A,O85-O92,O90,,,"Otras complicaciones puerperales, no clasificadas en otra parte",3,icdcode.info
O909,O00-O9A,O85-O92,O90,,,"Complicación puerperal, no especificada",3,icdcode.info
O990,O00-O9A,O94-O99,O99,,,"Anemia que complica el embarazo, el parto y el puerperio",3,icdcode.info
O991,O00-O9A,O94-O99,O99,,,"Otras enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos que afectan el sistema inmunitario cuando complican el embarazo, el parto y el puerperio",3,icdcode.info
O992,O00-O9A,O94-O99,O99,,,"Enfermedades endocrinas, de la nutrición y del metabolismo que complican el embarazo, el parto y el puerperio",3,icdcode.info
O993,O00-O9A,O94-O99,O99,,,"Trastornos mentales y enfermedades del sistema nervioso que complican el embarazo, el parto y el puerperio",3,icdcode.info
O994,O00-O9A,O94-O99,O99,,,"Enfermedades del sistema circulatorio que complican el embarazo, el parto y el puerperio",3,icdcode.info
O995,O00-O9A,O94-O99,O99,,,"Enfermedades del sistema respiratorio que complican el embarazo, el parto y el puerperio",3,icdcode.info
O996,O00-O9A,O94-O99,O99,,,"Enfermedades del sistema digestivo que complican el embarazo, el parto y el puerperio",3,icdcode.info
O997,O00-O9A,O94-O99,O99,,,"Enfermedades de la piel y del tejido subcutáneo que complican el embarazo, el parto y el puerperio",3,icdcode.info
O998,O00-O9A,O94-O99,O99,,,"Otras enfermedades especificadas y afecciones que complican el embarazo, el parto y el puerperio",3,icdcode.info
O980,O00-O9A,O94-O99,O98,,,"Tuberculosis que complica el embarazo, el parto y el puerperio",3,icdcode.info
O981,O00-O9A,O94-O99,O98,,,"Sífilis que complica el embarazo, el parto y el puerperio",3,icdcode.info
O982,O00-O9A,O94-O99,O98,,,"Gonorrea que complica el embarazo, el parto y el puerperio",3,icdcode.info
O983,O00-O9A,O94-O99,O98,,,"Otras infecciones con un modo de transmisión predominantemente sexual que complican el embarazo, el parto y el puerperio",3,icdcode.info
O984,O00-O9A,O94-O99,O98,,,"Hepatitis viral que complica el embarazo, el parto y el puerperio",3,icdcode.info
O985,O00-O9A,O94-O99,O98,,,"Otras enfermedades virales que complican el embarazo, el parto y el puerperio",3,icdcode.info
O986,O00-O9A,O94-O99,O98,,,"Enfermedades causadas por protozoarios que complican el embarazo, el parto y el puerperio",3,icdcode.info
O988,O00-O9A,O94-O99,O98,,,"Otras enfermedades infecciosas y parasitarias maternas que complican el embarazo, el parto y el puerperio",3,icdcode.info
Q387,Q00-Q99,Q38-Q45,Q38,,,Divertículo faríngeo,3,icdcode.info
Q388,Q00-Q99,Q38-Q45,Q38,,,Otras malformaciones congénitas de la faringe,3,icdcode.info
Q528,Q00-Q99,Q50-Q56,Q52,,,"Otras malformaciones congénitas de los órganos genitales femeninos, especificadas",3,icdcode.info
Q529,Q00-Q99,Q50-Q56,Q52,,,"Malformación congénita de los genitales femeninos, no especificada",3,icdcode.info
Q518,Q00-Q99,Q50-Q56,Q51,,,Otras malformaciones congénitas del útero y del cuello uterino,3,icdcode.info
Q519,Q00-Q99,Q50-Q56,Q51,,,"Malformación congénita del útero y del cuello uterino, no especificada",3,icdcode.info
Q639,Q00-Q99,Q60-Q64,Q63,,,"Malformación congénita del riñón, no especificada",3,icdcode.info
Q628,Q00-Q99,Q60-Q64,Q62,,,Otras malformaciones congénitas del uréter,3,icdcode.info
Q676,Q00-Q99,Q65-Q79,Q67,,,Tórax excavado,3,icdcode.info
Q677,Q00-Q99,Q65-Q79,Q67,,,Tórax en quilla,3,icdcode.info
Q678,Q00-Q99,Q65-Q79,Q67,,,Otras deformidades congénitas del tórax,3,icdcode.info
Q663,Q00-Q99,Q65-Q79,Q66,,,Otras deformidades varus congénitas de los pies,3,icdcode.info
Q664,Q00-Q99,Q65-Q79,Q66,,,Talipes calcaneovalgus,3,icdcode.info
Q665,Q00-Q99,Q65-Q79,Q66,,,Pie plano congénito,3,icdcode.info
Q666,Q00-Q99,Q65-Q79,Q66,,,Otras deformidades valgus congénitas de los pies,3,icdcode.info
Q667,Q00-Q99,Q65-Q79,Q66,,,Pie cavus,3,icdcode.info
Q668,Q00-Q99,Q65-Q79,Q66,,,Otras deformidades congénitas de los pies,3,icdcode.info
Q669,Q00-Q99,Q65-Q79,Q66,,,"Deformidad congénita de los pies, no especificada",3,icdcode.info
Q654,Q00-Q99,Q65-Q79,Q65,,,"Subluxación congénita de la cadera, bilateral",3,icdcode.info
Q655,Q00-Q99,Q65-Q79,Q65,,,"Subluxación congénita de la cadera, no especificada",3,icdcode.info
Q656,Q00-Q99,Q65-Q79,Q65,,,Cadera inestable,3,icdcode.info
Q658,Q00-Q99,Q65-Q79,Q65,,,Otras deformidades congénitas de la cadera,3,icdcode.info
Q659,Q00-Q99,Q65-Q79,Q65,,,"Deformidad congénita de la cadera, no especificada",3,icdcode.info
Q824,Q00-Q99,Q80-Q89,Q82,,,Displasia ectodérmica (anhidrótica),3,icdcode.info
Q825,Q00-Q99,Q80-Q89,Q82,,,"Nevo no neoplásico, congénito",3,icdcode.info
Q828,Q00-Q99,Q80-Q89,Q82,,,"Otras malformaciones congénitas de la piel, especificadas",3,icdcode.info
Q829,Q00-Q99,Q80-Q89,Q82,,,"Malformación congénita de la piel, no especificada",3,icdcode.info
Q819,Q00-Q99,Q80-Q89,Q81,,,"Epidermólisis bullosa, no especificada",3,icdcode.info
Q804,Q00-Q99,Q80-Q89,Q80,,,Feto arlequín,3,icdcode.info
Q808,Q00-Q99,Q80-Q89,Q80,,,Otras ictiosis congénitas,3,icdcode.info
Q809,Q00-Q99,Q80-Q89,Q80,,,"Ictiosis congénita, no especificada",3,icdcode.info
Q969,Q00-Q99,Q90-Q99,Q96,,,"Síndrome de Turner, no especificado",3,icdcode.info
Q959,Q00-Q99,Q90-Q99,Q95,,,"Reordenamiento equilibrado y marcador estructural, sin otra especificación",3,icdcode.info
Q934,Q00-Q99,Q90-Q99,Q93,,,Supresión del brazo corto del cromosoma 5,3,icdcode.info
Q935,Q00-Q99,Q90-Q99,Q93,,,Otras supresiones de parte de un cromosoma,3,icdcode.info
Q936,Q00-Q99,Q90-Q99,Q93,,,Supresiones visibles sólo en la prometafase,3,icdcode.info
Q937,Q00-Q99,Q90-Q99,Q93,,,Supresiones con otros reordenamientos complejos,3,icdcode.info
Q938,Q00-Q99,Q90-Q99,Q93,,,Otras supresiones de los autosomas,3,icdcode.info
Q939,Q00-Q99,Q90-Q99,Q93,,,"Supresión de los autosomas, no especificada",3,icdcode.info
Q926,Q00-Q99,Q90-Q99,Q92,,,Cromosomas marcadores suplementarios,3,icdcode.info
Q927,Q00-Q99,Q90-Q99,Q92,,,Triploidía y poliploidía,3,icdcode.info
Q928,Q00-Q99,Q90-Q99,Q92,,,"Otras trisomías y trisomías parciales de los autosomas, especificadas",3,icdcode.info
Q929,Q00-Q99,Q90-Q99,Q92,,,"Trisomía y trisomía parcial de los autosomas, sin otra especificación",3,icdcode.info
Q917,Q00-Q99,Q90-Q99,Q91,,,"Síndrome de Patau, no especificado",3,icdcode.info
P789,P00-P96,P75-P78,P78,,,"Trastorno perinatal del sistema digestivo, no especificado",3,icdcode.info
P928,P00-P96,P90-P96,P92,,,Otros problemas de alimentación del recién nacido,3,icdcode.info
P929,P00-P96,P90-P96,P92,,,Problema no especificado de la alimentación del recién nacido,3,icdcode.info
P919,P00-P96,P90-P96,P91,,,Alteración cerebral no especificada del recién nacido,3,icdcode.info
O894,O00-O9A,O85-O92,O89,,,Cefalalgia inducida por la anestesia espinal o epidural administradas durante el puerperio,3,icdcode.info
O895,O00-O9A,O85-O92,O89,,,Otras complicaciones de la anestesia espinal o epidural administradas durante el puerperio,3,icdcode.info
O896,O00-O9A,O85-O92,O89,,,Falla o dificultad de intubación durante el puerperio,3,icdcode.info
O898,O00-O9A,O85-O92,O89,,,Otras complicaciones de la anestesia administrada durante el puerperio,3,icdcode.info
O899,O00-O9A,O85-O92,O89,,,Complicación no especificada de la anestesia administrada durante el puerperio,3,icdcode.info
O881,O00-O9A,O85-O92,O88,,,Embolia de líquido amniótico,3,icdcode.info
O882,O00-O9A,O85-O92,O88,,,"Embolia de coágulo sanguíneo, obstétrica",3,icdcode.info
O883,O00-O9A,O85-O92,O88,,,"Embolia séptica y piémica, obstétrica",3,icdcode.info
O888,O00-O9A,O85-O92,O88,,,Otras embolias obstétricas,3,icdcode.info
O871,O00-O9A,O85-O92,O87,,,Flebotrombosis profunda en el puerperio,3,icdcode.info
O872,O00-O9A,O85-O92,O87,,,Hemorroides en el puerperio,3,icdcode.info
O873,O00-O9A,O85-O92,O87,,,Trombosis venosa cerebral en el puerperio,3,icdcode.info
O878,O00-O9A,O85-O92,O87,,,Otras complicaciones venosas en el puerperio,3,icdcode.info
O879,O00-O9A,O85-O92,O87,,,"Complicación venosa en el puerperio, no especificada",3,icdcode.info
O861,O00-O9A,O85-O92,O86,,,Otras infecciones genitales consecutivas al parto,3,icdcode.info
O862,O00-O9A,O85-O92,O86,,,Infección de las vías urinarias consecutiva al parto,3,icdcode.info
O863,O00-O9A,O85-O92,O86,,,Otras infecciones de las vías genitourinarias consecutivas al parto,3,icdcode.info
O864,O00-O9A,O85-O92,O86,,,Pirexia de origen desconocido consecutiva al parto,3,icdcode.info
O868,O00-O9A,O85-O92,O86,,,Otras infecciones puerperales especificadas,3,icdcode.info
Y28,V01-Y99,Y10-Y34,,,,"Contacto traumático con objeto cortante, de intención no determinada",2,icdcode.info
Y29,V01-Y99,Y10-Y34,,,," Contacto traumático con objeto romo o sin filo, de intención no determinada",2,icdcode.info
Y30,V01-Y99,Y10-Y34,,,,"Caída, salto o empujón desde lugar elevado, de intención no determinada",2,icdcode.info
Y31,V01-Y99,Y10-Y34,,,,"Caída, permanencia o carrera delante o hacia objeto en movimiento, de intención no determinada",2,icdcode.info
Y32,V01-Y99,Y10-Y34,,,,"Colisión de vehículo de motor, de intención no determinada",2,icdcode.info
Y04,V01-Y99,X85-Y09,,,,Agresión con fuerza corporal,2,icdcode.info
Y05,V01-Y99,X85-Y09,,,,Agresión sexual con fuerza corporal,2,icdcode.info
Y06,V01-Y99,X85-Y09,,,,Negligencia y abandono,2,icdcode.info
Y07,V01-Y99,X85-Y09,,,,Otros síndromes de maltrato,2,icdcode.info
Y08,V01-Y99,X85-Y09,,,,Agresión por otros medios especificados,2,icdcode.info
Y09,V01-Y99,X85-Y09,,,,Agresión por medios no especificados,2,icdcode.info
X76,V01-Y99,X60-X84,,,,"Lesión autoinfligida intencionalmente por humo, fuego y llamas",2,icdcode.info
X77,V01-Y99,X60-X84,,,,"Lesión autoinfligida intencionalmente por vapor de agua, vapores y objetos calientes",2,icdcode.info
X78,V01-Y99,X60-X84,,,,Lesión autoinfligida intencionalmente por objeto cortante,2,icdcode.info
X79,V01-Y99,X60-X84,,,,Lesión autoinfligida intencionalmente por objeto romo o sin filo,2,icdcode.info
X80,V01-Y99,X60-X84,,,,Lesión autoinfligida intencionalmente al saltar desde un lugar elevado,2,icdcode.info
X81,V01-Y99,X60-X84,,,,Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento,2,icdcode.info
R680,R00-R99,R50-R69,R68,,,Hipotermia no asociada con baja temperatura del ambiente,3,icdcode.info
R681,R00-R99,R50-R69,R68,,,Síntomas no específicos propios de la infancia,3,icdcode.info
R682,R00-R99,R50-R69,R68,,,"Boca seca, no especificada",3,icdcode.info
R683,R00-R99,R50-R69,R68,,,Dedos de la mano deformes,3,icdcode.info
R688,R00-R99,R50-R69,R68,,,Otros síntomas y signos generales especificados,3,icdcode.info
R630,R00-R99,R50-R69,R63,,,Anorexia,3,icdcode.info
R631,R00-R99,R50-R69,R63,,,Polidipsia,3,icdcode.info
R632,R00-R99,R50-R69,R63,,,Polifagia,3,icdcode.info
R633,R00-R99,R50-R69,R63,,,Dificultades y mala administración de la alimentación,3,icdcode.info
R634,R00-R99,R50-R69,R63,,,Pérdida anormal de peso,3,icdcode.info
R635,R00-R99,R50-R69,R63,,,Aumento anormal de peso,3,icdcode.info
R638,R00-R99,R50-R69,R63,,,Otros síntomas y signos concernientes a la alimentación y a la ingestión de líquidos,3,icdcode.info
V95,V01-Y99,V01-X59,V95-V97,,,"Accidente de aeronave de motor, con ocupante lesionado",3,icdcode.info
V96,V01-Y99,V01-X59,V95-V97,,,"Accidente de aeronave sin motor, con ocupante lesionado",3,icdcode.info
V97,V01-Y99,V01-X59,V95-V97,,,Otros accidentes de transporte aéreo especificados,3,icdcode.info
V90,V01-Y99,V01-X59,V90-V94,,,Accidente de embarcación que causa ahogamiento y sumersión,3,icdcode.info
V91,V01-Y99,V01-X59,V90-V94,,,Accidente de embarcación que causa otros tipos de traumatismo,3,icdcode.info
V92,V01-Y99,V01-X59,V90-V94,,,"Ahogamiento y sumersión relacionados con transporte por agua, sin accidente a la embarcación",3,icdcode.info
V93,V01-Y99,V01-X59,V90-V94,,,"Accidente en una embarcación, sin accidente a la embarcación, que no causa ahogamiento o sumersión",3,icdcode.info
V80,V01-Y99,V01-X59,V80-V89,,,Jinete u ocupante de vehículo de tracción animal lesionado en accidente de transporte,3,icdcode.info
V81,V01-Y99,V01-X59,V80-V89,,,Ocupante de tren o vehículo de rieles lesionado en accidente de transporte,3,icdcode.info
V82,V01-Y99,V01-X59,V80-V89,,,Ocupante de tranvía lesionado en accidente de transporte,3,icdcode.info
V83,V01-Y99,V01-X59,V80-V89,,,Ocupante de vehículo especial (de motor) para uso principalmente en plantas industriales lesionado en accidente de transporte,3,icdcode.info
V84,V01-Y99,V01-X59,V80-V89,,,Ocupante de vehículo especial (de motor) para uso principalmente en agricultura lesionado en accidente de transporte,3,icdcode.info
V85,V01-Y99,V01-X59,V80-V89,,,Ocupante de vehículo especial (de motor) para construcción lesionado en accidente de transporte,3,icdcode.info
V70,V01-Y99,V01-X59,V70-V79,,,Ocupante de autobús lesionado por colisión con peatón o animal,3,icdcode.info
V71,V01-Y99,V01-X59,V70-V79,,,Ocupante de autobús lesionado por colisión con vehículo de pedal,3,icdcode.info
V72,V01-Y99,V01-X59,V70-V79,,,Ocupante de autobús lesionado por colisión con vehículo de motor de dos o tres ruedas,3,icdcode.info
V73,V01-Y99,V01-X59,V70-V79,,,"Ocupante de autobús lesionado por colisión con automóvil, camioneta o furgoneta",3,icdcode.info
V60,V01-Y99,V01-X59,V60-V69,,,Ocupante de vehículo de transporte pesado lesionado por colisión con peatón o animal,3,icdcode.info
V61,V01-Y99,V01-X59,V60-V69,,,Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de pedal,3,icdcode.info
V62,V01-Y99,V01-X59,V60-V69,,,Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de motor de dos o tres ruedas,3,icdcode.info
V63,V01-Y99,V01-X59,V60-V69,,,"Ocupante de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta",3,icdcode.info
V64,V01-Y99,V01-X59,V60-V69,,,Ocupante de vehículo de transporte pesado lesionado por colisión con otro vehículo de transporte pesado o autobús,3,icdcode.info
V65,V01-Y99,V01-X59,V60-V69,,,Ocupante de vehículo de transporte pesado lesionado por colisión con tren o vehículo de rieles,3,icdcode.info
V50,V01-Y99,V01-X59,V50-V59,,,Ocupante de camioneta o furgoneta lesionado por colisión con peatón o animal,3,icdcode.info
V51,V01-Y99,V01-X59,V50-V59,,,Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de pedal,3,icdcode.info
V52,V01-Y99,V01-X59,V50-V59,,,Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de motor de dos o tres ruedas,3,icdcode.info
V53,V01-Y99,V01-X59,V50-V59,,,"Ocupante de camioneta o furgoneta lesionado por colisión con automóvil, camioneta o furgoneta",3,icdcode.info
V54,V01-Y99,V01-X59,V50-V59,,,Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús,3,icdcode.info
V55,V01-Y99,V01-X59,V50-V59,,,Ocupante de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles,3,icdcode.info
V56,V01-Y99,V01-X59,V50-V59,,,Ocupante de camioneta o furgoneta lesionado por colisión con otros vehículos sin motor,3,icdcode.info
R788,R00-R99,R70-R79,R78,,,Hallazgo de otras sustancias especificadas que normalmente no se encuentran en la sangre,3,icdcode.info
R789,R00-R99,R70-R79,R78,,,Hallazgo de sustancia no especificada que normalmente no se encuentra en la sangre,3,icdcode.info
V40,V01-Y99,V01-X59,V40-V49,,,Ocupante de automóvil lesionado por colisión con peatón o animal,3,icdcode.info
V41,V01-Y99,V01-X59,V40-V49,,,Ocupante de automóvil lesionado por colisión con vehículo de pedal,3,icdcode.info
V42,V01-Y99,V01-X59,V40-V49,,,Ocupante de automóvil lesionado por colisión con vehículo de motor de dos o tres ruedas,3,icdcode.info
V43,V01-Y99,V01-X59,V40-V49,,,"Ocupante de automóvil lesionado por colisión con otro automóvil, camioneta o furgoneta",3,icdcode.info
V44,V01-Y99,V01-X59,V40-V49,,,Ocupante de automóvil lesionado por colisión con vehículo de transporte pesado o autobús,3,icdcode.info
V30,V01-Y99,V01-X59,V30-V39,,,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con peatón o animal,3,icdcode.info
V31,V01-Y99,V01-X59,V30-V39,,,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de pedal,3,icdcode.info
V32,V01-Y99,V01-X59,V30-V39,,,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otro vehículo de motor de dos o tres ruedas,3,icdcode.info
V33,V01-Y99,V01-X59,V30-V39,,,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con automóvil, camioneta o furgoneta",3,icdcode.info
V34,V01-Y99,V01-X59,V30-V39,,,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de transporte pesado o autobús,3,icdcode.info
V35,V01-Y99,V01-X59,V30-V39,,,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con tren o vehículo de rieles,3,icdcode.info
R947,R00-R99,R90-R94,R94,,,Resultados anormales en otros estudios funcionales endocrinos,3,icdcode.info
R948,R00-R99,R90-R94,R94,,,Resultados anormales en los estudios funcionales de otros órganos y sistemas,3,icdcode.info
V24,V01-Y99,V01-X59,V20-V29,,,Motociclista lesionado por colisión con vehículo de transporte pesado o autobús,3,icdcode.info
V25,V01-Y99,V01-X59,V20-V29,,,Motociclista lesionado por colisión con tren o vehículo de rieles,3,icdcode.info
V26,V01-Y99,V01-X59,V20-V29,,,Motociclista lesionado por colisión con otros vehículos sin motor,3,icdcode.info
V27,V01-Y99,V01-X59,V20-V29,,,Motociclista lesionado por colisión con objeto fijo o estacionado,3,icdcode.info
V28,V01-Y99,V01-X59,V20-V29,,,Motociclista lesionado en accidente de transporte sin colisión,3,icdcode.info
V29,V01-Y99,V01-X59,V20-V29,,,"Motociclista lesionado en otros accidentes de transporte, y en los no especificados",3,icdcode.info
V17,V01-Y99,V01-X59,V10-V19,,,Ciclista lesionado por colisión con objeto estacionado o fijo,3,icdcode.info
V18,V01-Y99,V01-X59,V10-V19,,,Ciclista lesionado en accidente de transporte sin colisión,3,icdcode.info
V19,V01-Y99,V01-X59,V10-V19,,,"Ciclista lesionado en otros accidentes de transporte, y en los no especificados",3,icdcode.info
Y365,V01-Y99,Y35-Y36,Y36,,,Operaciones de guerra con armas nucleares,3,icdcode.info
Y366,V01-Y99,Y35-Y36,Y36,,,Operaciones de guerra con armas biológicas,3,icdcode.info
Y367,V01-Y99,Y35-Y36,Y36,,,Operaciones de guerra con armas químicas y otras formas de guerra no convencional,3,icdcode.info
Y368,V01-Y99,Y35-Y36,Y36,,,Operaciones de guerra que ocurren después del cese de hostilidades,3,icdcode.info
Y369,V01-Y99,Y35-Y36,Y36,,,Operación de guerra no especificada,3,icdcode.info
Y353,V01-Y99,Y35-Y36,Y35,,,Intervención legal con objetos romos o sin filo,3,icdcode.info
Y354,V01-Y99,Y35-Y36,Y35,,,Intervención legal con objetos cortantes,3,icdcode.info
Y355,V01-Y99,Y35-Y36,Y35,,,Ejecución legal,3,icdcode.info
Y356,V01-Y99,Y35-Y36,Y35,,,Intervención legal con otros medios especificados,3,icdcode.info
Y357,V01-Y99,Y35-Y36,Y35,,,"Intervención legal, medios no especificados",3,icdcode.info
Y62,V01-Y99,Y40-Y84,Y60-Y69,,,Fallas en la esterilización durante la atención médica y quirúrgica,3,icdcode.info
Y63,V01-Y99,Y40-Y84,Y60-Y69,,,Falla en la dosificación durante la atención médica y quirúrgica,3,icdcode.info
Y64,V01-Y99,Y40-Y84,Y60-Y69,,,Medicamentos o sustancias biológicas contaminados,3,icdcode.info
Y65,V01-Y99,Y40-Y84,Y60-Y69,,,Otros incidentes durante la atención médica y quirúrgica,3,icdcode.info
Y66,V01-Y99,Y40-Y84,Y60-Y69,,,No administración de la atención médica y quirúrgica,3,icdcode.info
Y69,V01-Y99,Y40-Y84,Y60-Y69,,,Incidentes no especificados durante la atención médica y quirúrgica,3,icdcode.info
Y42,V01-Y99,Y40-Y84,Y40-Y59,,,"Efectos adversos de hormonas y sus sustitutos sintéticos y antagonistas, no clasificados en otra parte",3,icdcode.info
Y43,V01-Y99,Y40-Y84,Y40-Y59,,,Efectos adversos de agentes sistémicos primarios,3,icdcode.info
Y44,V01-Y99,Y40-Y84,Y40-Y59,,,Efectos adversos de agentes que afectan primariamente los constituyentes de la sangre,3,icdcode.info
Y45,V01-Y99,Y40-Y84,Y40-Y59,,,"Efectos adversos de drogas analgésicas, antipiréticas y antiinflamatorias",3,icdcode.info
Y46,V01-Y99,Y40-Y84,Y40-Y59,,,Efectos adversos de drogas antiepilépticas y antiparkinsonianas,3,icdcode.info
Y47,V01-Y99,Y40-Y84,Y40-Y59,,,"Efectos adversos de drogas sedantes, hipnóticas y ansiolíticas",3,icdcode.info
Y48,V01-Y99,Y40-Y84,Y40-Y59,,,Efectos adversos de gases anestésicos y terapéuticos,3,icdcode.info
Y49,V01-Y99,Y40-Y84,Y40-Y59,,,"Efectos adversos de drogas psicotrópicas, no clasificadas en otra parte",3,icdcode.info
Y50,V01-Y99,Y40-Y84,Y40-Y59,,,"Efectos adversos de estimulantes del sistema nervioso central, no clasificados en otra parte",3,icdcode.info
Y51,V01-Y99,Y40-Y84,Y40-Y59,,,Efectos adversos de drogas que afectan primariamente el sistema nervioso autónomo,3,icdcode.info
Q785,Q00-Q99,Q65-Q79,Q78,,,Displasia metafisaria,3,icdcode.info
Q786,Q00-Q99,Q65-Q79,Q78,,,Exostosis congénita múltiple,3,icdcode.info
Q788,Q00-Q99,Q65-Q79,Q78,,,Otras osteocondrodisplasias especificadas,3,icdcode.info
Q789,Q00-Q99,Q65-Q79,Q78,,,"Osteocondrodisplasia, no especificada",3,icdcode.info
Q774,Q00-Q99,Q65-Q79,Q77,,,Acondroplasia,3,icdcode.info
Q775,Q00-Q99,Q65-Q79,Q77,,,Displasia distrófica,3,icdcode.info
Q776,Q00-Q99,Q65-Q79,Q77,,,Displasia condroectodérmica,3,icdcode.info
Q777,Q00-Q99,Q65-Q79,Q77,,,Displasia espondiloepifisaria,3,icdcode.info
Q778,Q00-Q99,Q65-Q79,Q77,,,Otras osteocondrodisplasias con defectos del crecimiento de los huesos largos y de la columna vertebral,3,icdcode.info
Q779,Q00-Q99,Q65-Q79,Q77,,,"Osteocondrodisplasia con defectos del crecimiento de los huesos largos y de la columna vertebral, sin otra especificación",3,icdcode.info
Q766,Q00-Q99,Q65-Q79,Q76,,,Otras malformaciones congenitas de las costillas,3,icdcode.info
Q767,Q00-Q99,Q65-Q79,Q76,,,Malformación congénita del esternón,3,icdcode.info
Q768,Q00-Q99,Q65-Q79,Q76,,,Otras malformaciones congénitas del tórax óseo,3,icdcode.info
Q769,Q00-Q99,Q65-Q79,Q76,,,"Malformación congénita del tórax óseo, no especificada",3,icdcode.info
Q755,Q00-Q99,Q65-Q79,Q75,,,Disostosis oculomaxilar,3,icdcode.info
Q758,Q00-Q99,Q65-Q79,Q75,,,Otras malformaciones congénitas especificadas de los huesos del cráneo y de la cara,3,icdcode.info
Q759,Q00-Q99,Q65-Q79,Q75,,,Malformación congénita no especificada de los huesos del cráneo y de la cara,3,icdcode.info
Q724,Q00-Q99,Q65-Q79,Q72,,,Defecto por reducción longitudinal del fémur,3,icdcode.info
Q725,Q00-Q99,Q65-Q79,Q72,,,Defecto por reducción longitudinal de la tibia,3,icdcode.info
